"ef47656","yangyangwahaha","2019-07-05 14:16:09 +0800","Update 软件计划说明书.docx"
"ea89d23","chenhongfeng","2019-07-05 13:24:51 +0800","陈红峰对软件计划说明书的补充"
"0987681","chenhongfeng","2019-07-05 13:17:00 +0800","陈红峰对需求文档的整理"
"bf6e68e","chenhongfeng","2019-07-05 12:12:42 +0800","对开发，配置，需求文档总体调整"
"466ed24","chenhongfeng","2019-07-05 11:35:41 +0800","增加新版功能细分"
"d37edbd","chenhongfeng","2019-07-05 11:34:38 +0800","删除旧版本功能细分"
"756b256","chenhongfeng","2019-07-05 11:17:05 +0800","删除陈宇翔错误上传详细设计"
"d1d241b","longxianghe","2019-07-05 09:52:31 +0800","增加了何龙翔和丁严威部分的内容"
"fe3f1b6","Lucaslee-114","2019-07-05 09:33:55 +0800","李成蹊对软件计划说明书的修改"
"a1d8808","dpqwh","2019-07-04 21:18:27 +0800","Update 软件需求规格说明书1.0.docx"
"99c7e2d","xutaige","2019-07-04 20:27:43 +0800","Update 软件需求规格说明书1.0.docx"
"1274e78","xutaige","2019-07-04 20:22:52 +0800","Update 软件计划说明书.docx"
"fdb4d3b","dpqwh","2019-07-04 18:58:33 +0800","Update 软件计划说明书.docx"
"d57cb63","1181982080@qq.com","2019-07-04 18:37:29 +0800","薛金龙添加3.12"
"5b6d81d","cyx0203","2019-07-04 17:17:15 +0800","Update 软件计划说明书.docx"
"2731ec1","cyx0203","2019-07-04 17:16:11 +0800","Update 软件计划说明书.docx"
"2f495ac","yangyangwahaha","2019-07-04 17:08:28 +0800","Update 软件计划说明书.docx"
"2c04e84","cyx0203","2019-07-04 17:01:28 +0800","Create 详细设计.docx"
"ab981e2","lzh-gethub","2019-07-04 16:58:51 +0800","Update 软件计划说明书.docx"
"23bc625","Lucaslee-114","2019-07-04 15:11:22 +0800","第一组对软件需求规格说明书的修改"
"0617818","chenhongfeng","2019-07-04 13:17:39 +0800","空白软件计划说明书书"
"2e6512b","chenhongfeng","2019-07-03 20:01:05 +0800","陈红峰对需求规格说明进行补充"
"1fdbb03","1181982080@qq.com","2019-07-03 19:16:40 +0800","薛金龙添加3.4.12"
"4e73d41","1181982080@qq.com","2019-07-03 19:09:01 +0800","薛金龙添加3.4.12"
"c3aebd5","xutaige","2019-07-03 19:01:34 +0800","Update 软件需求规格说明书1.0.docx"
"66cf00d","longxianghe","2019-07-03 15:30:21 +0800","添加了3.1-3.4 何龙翔"
"0a1dfed","Lucaslee-114","2019-07-03 15:22:39 +0800","“添加第一小组对文档的补充”"
"843c7b1","dingyanweidada","2019-07-03 15:10:58 +0800","“添加丁严威对文档的补充”"
"18abac6","1181982080@qq.com","2019-07-03 15:02:41 +0800","薛金龙修改3.7-3.11"
"9a104dd","cyx0203","2019-07-03 14:56:08 +0800","Update 软件需求规格说明书1.0.docx"
"3946afd","chenhongfeng","2019-07-03 14:45:42 +0800","功能说明文档档"
"21f5019","chenhongfeng","2019-07-03 14:44:19 +0800","删除薛金龙错误上传传"
"2260ba6","1181982080@qq.com","2019-07-03 14:11:33 +0800","软件需求规格说明书3.7-3.11 v1.0"
"cb88439","chenhongfeng","2019-07-03 12:51:22 +0800","陈红峰添加部分内容"
"f637759","chenhongfeng","2019-07-03 11:40:48 +0800","删除陈宇翔错误上传文文件"
"023a875","lzh-gethub","2019-07-03 11:11:03 +0800","Merge branch 'document' of https://github.com/secondhand-transaction/university into document"
"3a5bfb5","lzh-gethub","2019-07-03 11:09:33 +0800","Update 软件需求规格说明书1.0.docx"
"db6acd9","cyx0203","2019-07-03 11:02:56 +0800","Merge branch 'document' of https://github.com/secondhand-transaction/university into document"
"fdefeb9","yangyangwahaha","2019-07-03 10:44:46 +0800","Update 软件需求规格说明书1.0.docx"
"9ba3188","cyx0203","2019-07-03 10:24:13 +0800","Merge branch 'document' of https://github.com/secondhand-transaction/university into document"
"6ae48ff","lzh-gethub","2019-07-03 10:21:32 +0800","Update 软件配置管理计划1.0.docx"
"2108e98","cyx0203","2019-07-03 10:11:26 +0800","Create 软件配置管理计划.docx"
"49ec77d","xutaige","2019-07-03 10:11:24 +0800","Update 软件配置管理计划1.0.docx"
"ae79dca","xutaige","2019-07-03 10:10:18 +0800","Update 软件开发计划1.0.docx"
"e9d765e","yangyangwahaha","2019-07-03 10:04:43 +0800","Update 软件开发计划1.0.docx"
"1e8b18b","yangyangwahaha","2019-07-03 10:02:15 +0800","Update 软件配置管理计划1.0.docx"
"f580066","Lucaslee-114","2019-07-03 09:53:50 +0800","第一组对文档档的补充"
"3c11d65","chenhongfeng","2019-07-03 09:39:58 +0800","这是一个空白需求说明"
"c721fa1","chenhongfeng","2019-07-03 09:39:33 +0800","这是一个空白配置管理计计划"
"924b02c","chenhongfeng","2019-07-03 08:22:50 +0800","这是一次对旧文档的删除"
"40b8ee5","chenhongfeng","2019-07-03 08:19:32 +0800","这是一次对名称的修修改"
"09d6fab","chenhongfeng","2019-07-03 08:04:54 +0800","this is a empty word"
"6860ddf","chenhongfeng","2019-07-03 07:46:09 +0800","Initial commit"
